1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,27,31,8,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,27,31,0,0,0,0,0,0,0,0,0,0,0,0
2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,27,31,9,0,0,0,0,0,0,0,0,0,0,0
2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,15,13,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,28,46,68,60,54,0,0,0,0,0,0,0,0,0
1,4,16,22,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,12,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,12,16,22,50,54,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,24,22,50,54,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,25,28,46,69,64,60,54,0,0,0,0,0,0,0,0
2,6,9,13,25,29,50,54,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,25,30,52,50,54,0,0,0,0,0,0,0,0,0,0
2,6,10,32,29,50,54,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,32,30,52,47,20,0,0,0,0,0,0,0,0,0,0,0
2,6,10,32,30,52,50,54,0,0,0,0,0,0,0,0,0,0,0
2,7,36,32,28,46,68,60,54,0,0,0,0,0,0,0,0,0,0
2,7,37,39,76,72,68,60,54,0,0,0,0,0,0,0,0,0,0
1,4,15,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,32,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,32,30,52,47,0,0,0,0,0,0,0,0,0,0,0,0
2,7,36,32,28,46,68,60,54,17,0,0,0,0,0,0,0,0,0
2,7,37,39,76,72,68,60,55,47,0,0,0,0,0,0,0,0,0
1,4,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,36,32,28,46,68,60,54,17,21,0,0,0,0,0,0,0,0
1,4,15,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,34,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,36,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,22,48,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,27,31,8,7,0,0,0,0,0,0,0,0,0,0
2,6,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,27,31,8,7,37,0,0,0,0,0,0,0,0,0
2,6,10,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,15,13,25,28,46,70,71,0,0,0,0,0,0,0,0,0,0
1,4,16,20,18,56,61,57,44,0,0,0,0,0,0,0,0,0,0
1,4,16,20,18,56,63,67,44,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,28,46,70,71,0,0,0,0,0,0,0,0,0,0
1,4,16,22,48,27,34,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,12,16,22,50,56,62,65,70,71,0,0,0,0,0,0,0
2,6,9,13,25,28,44,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,25,28,46,70,71,0,0,0,0,0,0,0,0,0,0
2,6,10,32,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,36,32,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,36,32,28,46,70,71,0,0,0,0,0,0,0,0,0,0,0
2,7,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,37,39,76,71,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,15,13,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,20,18,56,61,57,0,0,0,0,0,0,0,0,0,0,0
1,4,16,20,18,56,63,67,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,22,49,53,57,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,32,30,53,57,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,36,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,37,39,76,72,67,0,0,0,0,0,0,0,0,0,0,0,0
1,4,15,13,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,20,18,55,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,28,46,68,60,55,0,0,0,0,0,0,0,0,0
1,4,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,12,16,20,18,55,0,0,0,0,0,0,0,0,0,0,0
2,6,9,12,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,24,20,18,55,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,25,28,46,69,64,60,55,0,0,0,0,0,0,0,0
2,6,9,13,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,13,25,30,52,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,32,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10,34,41,43,29,0,0,0,0,0,0,0,0,0,0,0,0
2,7,36,32,28,46,68,60,55,0,0,0,0,0,0,0,0,0,0
2,7,36,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,37,39,76,72,68,60,55,0,0,0,0,0,0,0,0,0,0
1,4,15,13,25,28,45,58,0,0,0,0,0,0,0,0,0,0,0
1,4,16,20,18,55,49,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,21,25,28,46,68,60,55,49,0,0,0,0,0,0,0,0
1,4,16,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9,12,16,20,18,55,49,0,0,0,0,0,0,0,0,0,0
2,6,9,13,24,22,49,0,0,0,0,0,0,0,0,0,0,0,0
